"","type","by","post_id","post_link","post_message","picture","full_picture","link","link_domain","post_published","post_published_unix","post_published_sql","likes_count_fb","comments_count_fb","reactions_count_fb","shares_count_fb","engagement_fb","source"
"547","video","post_page_889307941125736","889307941125736_1113208732068988","https://www.facebook.com/889307941125736/posts/1113208732068988","Donald Trump said women should be punished for having an abortion. If you agree that we can t let him be president  pass this on.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672463_1113209212068940_1065482084_n.jpg?oh=9a5fe4eb8cbb4219c3ee067720520ae4&oe=5A9DD078","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672463_1113209212068940_1065482084_n.jpg?oh=57842679630030b45f591f01f1c28ec5&oe=5AA983A8","https://www.facebook.com/hillaryclinton/videos/1113208732068988/","facebook.com","2016-03-31T15:14:26+0000",1459437266,"2016-03-31 17:14:26",18418,4660,20207,7605,32472,"Hillary Clinton"
"548","video","post_page_889307941125736","889307941125736_1112409452148916","https://www.facebook.com/889307941125736/posts/1112409452148916","Donald J. Trump could be your next president. We can’t let someone with this much contempt for women’s rights anywhere near the White House.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12525830_1112411935482001_219966018_n.jpg?oh=3b60d0353955f099d97fb1266623b445&oe=5A981838","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12525830_1112411935482001_219966018_n.jpg?oh=a84874e29366085bed1a92bfccf58518&oe=5AD7B944","https://www.facebook.com/hillaryclinton/videos/1112409452148916/","facebook.com","2016-03-30T21:34:41+0000",1459373681,"2016-03-30 23:34:41",29979,11835,39426,24651,75912,"Hillary Clinton"
"549","video","post_page_889307941125736","889307941125736_1112250332164828","https://www.facebook.com/889307941125736/posts/1112250332164828"," Let’s have each other’s backs  lift each other up  and break down all the barriers holding us back.  —Hillary","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11838487_1112264788830049_1955997559_n.jpg?oh=b7f4b481b1b0f2b5d1b7a5470699a076&oe=5AD5E833","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/11838487_1112264788830049_1955997559_n.jpg?oh=94852b0d482f55df82744b1fc1b83b0e&oe=5A9E41E3","https://www.facebook.com/hillaryclinton/videos/1112250332164828/","facebook.com","2016-03-30T18:35:18+0000",1459362918,"2016-03-30 20:35:18",27239,4755,29453,2791,36999,"Hillary Clinton"
"550","video","post_page_889307941125736","889307941125736_1112120525511142","https://www.facebook.com/889307941125736/posts/1112120525511142","Live at the Apollo Theater! Hillary s speaking now about the values that make New York—and America—great.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12419739_1112167325506462_560672828_n.jpg?oh=09e705a618e1fcfda14dfb88468c0265&oe=5AD42C78","https://scontent.xx.fbcdn.net/v/t15.0-10/12419739_1112167325506462_560672828_n.jpg?oh=ed688048de0403210c218054766b693c&oe=5A9B781F","https://www.facebook.com/hillaryclinton/videos/1112120525511142/","facebook.com","2016-03-30T16:10:03+0000",1459354203,"2016-03-30 18:10:03",26842,27753,29596,4994,62343,"Hillary Clinton"
"551","video","post_page_889307941125736","889307941125736_1111176682272193","https://www.facebook.com/889307941125736/posts/1111176682272193","Donald Trump is running a cynical campaign of hate and fear. Instead of encouraging violence and chaos  we should be helping every American achieve their dreams.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12440947_1111190725604122_351981069_n.jpg?oh=24f119ae7bd92dff60881f096a0af343&oe=5AA6D64D","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12440947_1111190725604122_351981069_n.jpg?oh=c4942c9071e9ed59330ef2f263fecc95&oe=5AA5A031","https://www.facebook.com/hillaryclinton/videos/1111176682272193/","facebook.com","2016-03-29T20:20:01+0000",1459282801,"2016-03-29 22:20:01",7090,2457,7744,2664,12865,"Hillary Clinton"
"552","video","post_page_889307941125736","889307941125736_1110865168970011","https://www.facebook.com/889307941125736/posts/1110865168970011"," Every day  another Republican bemoans the rise of Donald Trump... but Donald Trump didn’t come out of nowhere.  —Hillary","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11331487_1110869212302940_1771987786_n.jpg?oh=6e06f8999c43b50148af1466236d03f5&oe=5A8E930A","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/11331487_1110869212302940_1771987786_n.jpg?oh=be66260c9150f841b5b3124a3f8115d4&oe=5AA0EDDA","https://www.facebook.com/hillaryclinton/videos/1110865168970011/","facebook.com","2016-03-29T15:59:20+0000",1459267160,"2016-03-29 17:59:20",23438,5036,24927,3867,33830,"Hillary Clinton"
"553","video","post_page_889307941125736","889307941125736_1110047572385104","https://www.facebook.com/889307941125736/posts/1110047572385104","Watch live as Hillary takes the stage in Madison  Wisconsin to discuss how the Supreme Court  its justices  and its decisions will affect our country for decades to come.","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12514692_1110080159048512_1025378192_n.jpg?oh=58c0e8aa7251f4440bf0c34f8c689bbc&oe=5A8BF145","https://scontent.xx.fbcdn.net/v/t15.0-10/12514692_1110080159048512_1025378192_n.jpg?oh=7e68ca61d7c3dbd2deba1fd2a08bf04d&oe=5AA873E5","https://www.facebook.com/hillaryclinton/videos/1110047572385104/","facebook.com","2016-03-28T21:02:10+0000",1459198930,"2016-03-28 23:02:10",31237,25376,33524,4247,63147,"Hillary Clinton"
"554","video","post_page_889307941125736","889307941125736_1109115885811606","https://www.facebook.com/889307941125736/posts/1109115885811606","Our success shouldn t be defined by our ability to deny others their dreams  but by our ability to share our dreams.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12474556_1109119152477946_1432740118_n.jpg?oh=31334997f9596bcee92ff4edac389be1&oe=5A90EBF8","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12474556_1109119152477946_1432740118_n.jpg?oh=df29c41be416f161924f7f2ac812986e&oe=5AD17E28","https://www.facebook.com/hillaryclinton/videos/1109115885811606/","facebook.com","2016-03-28T00:45:00+0000",1459125900,"2016-03-28 02:45:00",14953,4232,15972,2329,22533,"Hillary Clinton"
"555","video","post_page_889307941125736","889307941125736_1108660475857147","https://www.facebook.com/889307941125736/posts/1108660475857147"," All of us have a responsibility to ourselves  to our children  to each other. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12419639_1108667529189775_428571456_n.jpg?oh=4e942ff1b7de9ca73b8f446bb91fe55f&oe=5A8CF074","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12419639_1108667529189775_428571456_n.jpg?oh=a7b36ad78ecc6f4651d15e3a2e760275&oe=5AA6DB08","https://www.facebook.com/hillaryclinton/videos/1108660475857147/","facebook.com","2016-03-27T17:00:01+0000",1459098001,"2016-03-27 19:00:01",30273,4440,32871,7660,44971,"Hillary Clinton"
"556","video","post_page_889307941125736","889307941125736_1106728139383714","https://www.facebook.com/889307941125736/posts/1106728139383714","When Republican candidates demonize Muslim Americans  it’s wrong  counterproductive  and dangerous.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12106423_1106734836049711_499989602_n.jpg?oh=70735198c86631f072732be1922dbe50&oe=5A9CCB1F","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12106423_1106734836049711_499989602_n.jpg?oh=4377cf67b45734968b4d67123ce4bfe4&oe=5AD7A863","https://www.facebook.com/hillaryclinton/videos/1106728139383714/","facebook.com","2016-03-25T21:28:01+0000",1458941281,"2016-03-25 22:28:01",17493,2883,18533,1763,23179,"Hillary Clinton"
"557","video","post_page_889307941125736","889307941125736_1105405409515987","https://www.facebook.com/889307941125736/posts/1105405409515987","Our delegate lead is strong  but it will take all of us working together to secure this nomination. Join the grassroots volunteer training with Jess and Zerlina from the digital organizing team  right here on Facebook! ⬇","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12496694_1105420179514510_897855018_n.jpg?oh=55d2040d516456bd5a772f288337b660&oe=5A9D3428","https://scontent.xx.fbcdn.net/v/t15.0-10/12496694_1105420179514510_897855018_n.jpg?oh=f76db497c404df78cb14081ce2cba38c&oe=5AA7864F","https://www.facebook.com/hillaryclinton/videos/1105405409515987/","facebook.com","2016-03-24T15:49:10+0000",1458834550,"2016-03-24 16:49:10",7730,3011,8204,648,11863,"Hillary Clinton"
"558","video","post_page_889307941125736","889307941125736_1104640322925829","https://www.facebook.com/889307941125736/posts/1104640322925829","When she needed emergency surgery  Obamacare saved her life. Let’s build on six years of progress—not start over.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12106627_1104641506259044_2109484541_n.jpg?oh=fc1b74cf79a852eeccd228566d1291d3&oe=5A8CD3F3","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12106627_1104641506259044_2109484541_n.jpg?oh=a4549c986a8f6b4acae0e2d5abd25f97&oe=5AA7B023","https://www.facebook.com/hillaryclinton/videos/1104640322925829/","facebook.com","2016-03-24T00:01:01+0000",1458777661,"2016-03-24 01:01:01",20965,1901,22327,2679,26907,"Hillary Clinton"
"559","video","post_page_889307941125736","889307941125736_1104369556286239","https://www.facebook.com/889307941125736/posts/1104369556286239","This isn t just a contest between candidates—it s between fundamentally different views of our values.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12720004_1104373429619185_898077231_n.jpg?oh=0724d0bd0af6ba48e6a4a4e36454c505&oe=5A8D61F6","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12720004_1104373429619185_898077231_n.jpg?oh=28907eeeb7459a80b1a2a4f1c5662d10&oe=5A9D118A","https://www.facebook.com/hillaryclinton/videos/1104369556286239/","facebook.com","2016-03-23T15:42:12+0000",1458747732,"2016-03-23 16:42:12",14515,2717,15564,1559,19840,"Hillary Clinton"
"560","video","post_page_889307941125736","889307941125736_1102805149776013","https://www.facebook.com/889307941125736/posts/1102805149776013","Anderson Cooper 360 asked: Do you think it s sexist when you re told to smile or stop yelling?","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12109401_1102806279775900_1747699800_n.jpg?oh=b213ba3824a6fbf607737a57c7182f2d&oe=5AD7B4D7","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12109401_1102806279775900_1747699800_n.jpg?oh=e795c6e5bdfaa9cb6d5a10b9930fa8c2&oe=5AA61807","https://www.facebook.com/hillaryclinton/videos/1102805149776013/","facebook.com","2016-03-22T02:28:43+0000",1458613723,"2016-03-22 03:28:43",13899,4667,15118,1626,21411,"Hillary Clinton"
"561","video","post_page_889307941125736","889307941125736_1101819103207951","https://www.facebook.com/889307941125736/posts/1101819103207951","“Speaking is hard for me. But  come January  I want to say these two words: Madam President.” —Gabby Giffords","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594075_1101823153207546_2129172488_n.jpg?oh=7c4dc70524b48ba0e48b690332fbe8c4&oe=5AA8BA1B","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12594075_1101823153207546_2129172488_n.jpg?oh=4fe55a3a63f05f78ad64b482b5f3a1af&oe=5A9D52CB","https://www.facebook.com/hillaryclinton/videos/1101819103207951/","facebook.com","2016-03-21T01:05:00+0000",1458522300,"2016-03-21 02:05:00",40213,4164,44018,6552,54734,"Hillary Clinton"
"562","video","post_page_889307941125736","889307941125736_1101063993283462","https://www.facebook.com/889307941125736/posts/1101063993283462"," Plugged into the establishment matrix? That sounds painful.  Mean Tweets with Al Franken.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12719772_1101136419942886_909539003_n.jpg?oh=ae3aa0b46d1a13bcd6a40540a4683449&oe=5A90A679","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12719772_1101136419942886_909539003_n.jpg?oh=d5a28ec2b40c17e83fc2fa24b32a0e3b&oe=5A900105","https://www.facebook.com/hillaryclinton/videos/1101063993283462/","facebook.com","2016-03-20T03:33:46+0000",1458444826,"2016-03-20 04:33:46",8549,2681,9444,2098,14223,"Hillary Clinton"
"563","video","post_page_889307941125736","889307941125736_1100057780050750","https://www.facebook.com/889307941125736/posts/1100057780050750","Hillary Clinton ha luchado por la reforma migratoria por años—y no va a parar ahora. Ve el video.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/11919471_1100059610050567_334967711_n.jpg?oh=efb6704cbe2934c5f620c0744bf51a8b&oe=5A8FAB38","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/11919471_1100059610050567_334967711_n.jpg?oh=6e04df9e74af3c08d647cf67e526e94e&oe=5A9FBE44","https://www.facebook.com/hillaryclinton/videos/1100057780050750/","facebook.com","2016-03-18T23:25:00+0000",1458343500,"2016-03-19 00:25:00",19201,3793,20536,4446,28775,"Hillary Clinton"
"564","video","post_page_889307941125736","889307941125736_1098981806825014","https://www.facebook.com/889307941125736/posts/1098981806825014"," An extraordinary power is unleashed when women reach out to their neighbors and find common ground. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12365325_1098987900157738_761788841_n.jpg?oh=179a0a369aa83be626a8403ee4e3e3d2&oe=5AA32AC6","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12365325_1098987900157738_761788841_n.jpg?oh=86c7143042968c031c0759cec38804ef&oe=5A97C1BA","https://www.facebook.com/hillaryclinton/videos/1098981806825014/","facebook.com","2016-03-17T18:57:51+0000",1458241071,"2016-03-17 19:57:51",11653,1775,12495,2482,16752,"Hillary Clinton"
"565","video","post_page_889307941125736","889307941125736_1097679083621953","https://www.facebook.com/889307941125736/posts/1097679083621953","Our next president has to bring our country together.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672340_1097692053620656_1902323353_n.jpg?oh=3e95cee8435cf4cf9bb0eb15abd9b435&oe=5AD525D7","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672340_1097692053620656_1902323353_n.jpg?oh=c2824ef386fe3c60181f9ff24d51a52c&oe=5A95BE07","https://www.facebook.com/hillaryclinton/videos/1097679083621953/","facebook.com","2016-03-16T03:01:00+0000",1458097260,"2016-03-16 04:01:00",22023,3748,24444,3720,31912,"Hillary Clinton"
"566","video","post_page_889307941125736","889307941125736_1097461386977056","https://www.facebook.com/889307941125736/posts/1097461386977056","Live in Ohio  Illinois  Missouri  North Carolina  and Florida and haven t voted yet? There s still time to go to the polls!  Everyone else: Help Hillary win today by making sure your friends in those states vote. You can make a difference with just a few calls: hillaryclinton.com/makecalls","https://scontent.xx.fbcdn.net/v/t15.0-10/p130x130/12672436_1097478256975369_623959059_n.jpg?oh=0ac701a3bc24ec6e38de20f10df56406&oe=5A8AF339","https://scontent.xx.fbcdn.net/v/t15.0-10/12672436_1097478256975369_623959059_n.jpg?oh=59a4d39dc08862e8889b83c074e177cf&oe=5AA6755E","https://www.facebook.com/hillaryclinton/videos/1097461386977056/","facebook.com","2016-03-15T23:17:57+0000",1458083877,"2016-03-16 00:17:57",8303,2245,8899,604,11748,"Hillary Clinton"
"567","video","post_page_889307941125736","889307941125736_1097221963667665","https://www.facebook.com/889307941125736/posts/1097221963667665","You’re welcome at (the real) HQ any time  Broad City.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12419435_1097227017000493_1744841356_n.jpg?oh=ed31c3b3f5f2c41f669918be7fbadba7&oe=5A99DAAE","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12419435_1097227017000493_1744841356_n.jpg?oh=d1de14e0b0d62b3fd3c39bbc8fe6190c&oe=5A8A277E","https://www.facebook.com/hillaryclinton/videos/1097221963667665/","facebook.com","2016-03-15T17:03:29+0000",1458061409,"2016-03-15 18:03:29",22164,4485,25313,5857,35655,"Hillary Clinton"
"568","video","post_page_889307941125736","889307941125736_1097073800349148","https://www.facebook.com/889307941125736/posts/1097073800349148","As president  I would wake up every morning thinking about how to make your life better.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12672529_1097075160349012_815967378_n.jpg?oh=c5d26a81bde87b5617fccd9f3e1b6c55&oe=5A94ED57","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12672529_1097075160349012_815967378_n.jpg?oh=9c5ae2ee67324b21b843f15a650fb0bc&oe=5AA60E2B","https://www.facebook.com/hillaryclinton/videos/1097073800349148/","facebook.com","2016-03-15T14:15:01+0000",1458051301,"2016-03-15 15:15:01",15083,2797,16473,1948,21218,"Hillary Clinton"
"569","video","post_page_889307941125736","889307941125736_1096592573730604","https://www.facebook.com/889307941125736/posts/1096592573730604"," Donald Trump is running a cynical campaign of hate and fear... he s encouraging violence and chaos. ","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12104285_1096596067063588_1463495991_n.jpg?oh=1d06e0d80b9554db5ac7e0986b3ac838&oe=5A977D1F","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12104285_1096596067063588_1463495991_n.jpg?oh=2cda8a3fcbf018dfb14eb8ed3a8972fb&oe=5A9015CF","https://www.facebook.com/hillaryclinton/videos/1096592573730604/","facebook.com","2016-03-14T21:35:00+0000",1457991300,"2016-03-14 22:35:00",109650,14852,119037,89051,222940,"Hillary Clinton"
"570","video","post_page_889307941125736","889307941125736_1096568100399718","https://www.facebook.com/889307941125736/posts/1096568100399718","Joining Steve Harvey today to talk about the Flint water crisis and how to make sure this never happens again.","https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/12594588_1096575863732275_8640795_n.jpg?oh=b5fe92b195c2def58ee04dd8c263b945&oe=5AA707C6","https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/12594588_1096575863732275_8640795_n.jpg?oh=f38853b4aff6871afbd888c3ae624ebf&oe=5AA669FF","https://www.facebook.com/hillaryclinton/videos/1096568100399718/","facebook.com","2016-03-14T20:38:53+0000",1457987933,"2016-03-14 21:38:53",10968,1891,11627,1327,14845,"Hillary Clinton"
